PRODUCT_ID;NAME;VALUE;valueInt;valueFloat
41102;CPU usage;80;0;80
41102;Rate of fire;12000;0;12000
41102;Optimal Range;42000;0;42000
41102;Damage Modifier;8,0325;0;8,0325
41102;Charge size;4;0;4
41102;Accuracy falloff ;20000;0;20000
41102;Turret Tracking;0,0404107;0;0,0404107
41102;Primary Skill required;20327;0;20327
41102;Secondary Skill required;3300;0;3300
41102;Tech Level;1;0;1
41102;Used with (Charge Group);86;0;86
41102;Signature Resolution;40000;0;40000
41102;Meta Level;1;0;1
41102;Overload damage bonus;15;0;15
41102;Heat Damage;2,4;0;2,4
41102;Required Thermodynamics Level;1;0;1
41102;Reload Time;0,01;0;0,01
41103;Activation Cost;288;0;288
41103;Structure Hitpoints;40;0;40
41103;Powergrid Usage;137500;0;137500
41103;CPU usage;72;0;72
41103;Rate of fire;12000;0;12000
41103;Optimal Range;46200;0;46200
41103;Damage Modifier;8,7975;0;8,7975
41103;Charge size;4;0;4
41103;Accuracy falloff ;20000;0;20000
41103;Turret Tracking;0,0404107;0;0,0404107
41103;Primary Skill required;20327;0;20327
41103;Secondary Skill required;3300;0;3300
41103;Tech Level;1;0;1
41103;Used with (Charge Group);86;0;86
41103;Used with (Charge Group);375;0;375
41103;Signature Resolution;40000;0;40000
41103;Meta Level;8;0;8
41103;Overload damage bonus;15;0;15
41103;Heat Damage;2,4;0;2,4
41103;Required Thermodynamics Level;1;0;1
41103;Reload Time;0,01;0;0,01
41104;Activation Cost;288;0;288
41104;Structure Hitpoints;40;0;40
41104;Powergrid Usage;137500;0;137500
41104;CPU usage;72;0;72
41104;Rate of fire;12000;0;12000
41104;Optimal Range;46200;0;46200
41104;Damage Modifier;8,7975;0;8,7975
41104;Charge size;4;0;4
41104;Accuracy falloff ;20000;0;20000
41104;Turret Tracking;0,0404107;0;0,0404107
41104;Primary Skill required;20327;0;20327
41104;Secondary Skill required;3300;0;3300
41104;Tech Level;1;0;1
41104;Used with (Charge Group);86;0;86
41104;Used with (Charge Group);375;0;375
41104;Signature Resolution;40000;0;40000
41104;Meta Level;8;0;8
41104;Overload damage bonus;15;0;15
41104;Heat Damage;2,4;0;2,4
41104;Required Thermodynamics Level;1;0;1
41104;Reload Time;0,01;0;0,01
41156;Activation Cost;0;0;0
41156;Structure Hitpoints;40;0;40
41156;Powergrid Usage;112500;0;112500
41156;CPU usage;63;0;63
41156;Rate of fire;30000;0;30000
41156;Optimal Range;94000;0;94000
41156;Charges Per Cycle;1;0;1
41156;Damage Modifier;10,8281;0;10,8281
41156;Charge size;4;0;4
41156;Accuracy falloff ;90000;0;90000
41156;Turret Tracking;0,0171;0;0,0171
41156;Primary Skill required;21667;0;21667
41156;Secondary Skill required;3300;0;3300
41156;Tech Level;1;0;1
41156;Used with (Charge Group);83;0;83
41156;Signature Resolution;40000;0;40000
41156;Meta Level;1;0;1
41156;Overload rate of fire bonus;-15;0;-15
41156;Heat Damage;6;0;6
41156;Required Thermodynamics Level;1;0;1
41156;Reload Time;10000;0;10000
41157;Activation Cost;0;0;0
41157;Structure Hitpoints;40;0;40
41157;Powergrid Usage;125000;0;125000
41157;CPU usage;70;0;70
41157;Rate of fire;30000;0;30000
41157;Optimal Range;94000;0;94000
41157;Charges Per Cycle;1;0;1
41157;Damage Modifier;10,8281;0;10,8281
41157;Charge size;4;0;4
41157;Accuracy falloff ;90000;0;90000
41157;Turret Tracking;0,0171;0;0,0171
41157;Primary Skill required;21667;0;21667
41157;Secondary Skill required;3300;0;3300
41157;Tech Level;1;0;1
41157;Used with (Charge Group);83;0;83
41157;Signature Resolution;40000;0;40000
41157;Meta Level;1;0;1
41157;Overload rate of fire bonus;-15;0;-15
41157;Heat Damage;6;0;6
41157;Required Thermodynamics Level;1;0;1
41157;Reload Time;10000;0;10000
41158;Activation Cost;0;0;0
41158;Structure Hitpoints;40;0;40
41158;Powergrid Usage;125000;0;125000
41158;CPU usage;70;0;70
41158;Rate of fire;30000;0;30000
41158;Optimal Range;98700;0;98700
41158;Charges Per Cycle;1;0;1
41158;Damage Modifier;10,8281;0;10,8281
41158;Charge size;4;0;4
41158;Accuracy falloff ;90000;0;90000
41158;Turret Tracking;0,0171;0;0,0171
41158;Primary Skill required;21667;0;21667
41158;Secondary Skill required;3300;0;3300
41158;Tech Level;1;0;1
41158;Used with (Charge Group);83;0;83
41158;Signature Resolution;40000;0;40000
41158;Meta Level;1;0;1
41158;Overload rate of fire bonus;-15;0;-15
41158;Heat Damage;6;0;6
41158;Required Thermodynamics Level;1;0;1
41158;Reload Time;10000;0;10000
41159;Activation Cost;0;0;0
41159;Structure Hitpoints;40;0;40
41159;Powergrid Usage;125000;0;125000
41159;CPU usage;70;0;70
41159;Rate of fire;30000;0;30000
41159;Optimal Range;94000;0;94000
41159;Charges Per Cycle;1;0;1
41159;Damage Modifier;10,8281;0;10,8281
41159;Charge size;4;0;4
41159;Accuracy falloff ;90000;0;90000
41159;Turret Tracking;0,017955;0;0,017955
41159;Primary Skill required;21667;0;21667
41159;Secondary Skill required;3300;0;3300
41159;Tech Level;1;0;1
41159;Used with (Charge Group);83;0;83
41159;Signature Resolution;40000;0;40000
41159;Meta Level;1;0;1
41159;Overload rate of fire bonus;-15;0;-15
41159;Heat Damage;6;0;6
41159;Required Thermodynamics Level;1;0;1
41159;Reload Time;10000;0;10000
41160;Activation Cost;0;0;0
41160;Structure Hitpoints;40;0;40
41160;Powergrid Usage;137500;0;137500
41160;CPU usage;63;0;63
41160;Rate of fire;30000;0;30000
41160;Optimal Range;103400;0;103400
41160;Charges Per Cycle;1;0;1
41160;Damage Modifier;11,8594;0;11,8594
41160;Charge size;4;0;4
41160;Accuracy falloff ;90000;0;90000
41160;Turret Tracking;0,017955;0;0,017955
41160;Primary Skill required;21667;0;21667
41160;Secondary Skill required;3300;0;3300
41160;Tech Level;1;0;1
41160;Used with (Charge Group);83;0;83
41160;Used with (Charge Group);376;0;376
41160;Signature Resolution;40000;0;40000
41160;Meta Level;8;0;8
41160;Overload rate of fire bonus;-15;0;-15
41160;Heat Damage;6;0;6
41160;Required Thermodynamics Level;1;0;1
41160;Reload Time;10000;0;10000
41080;Activation Cost;0;0;0
41080;Structure Hitpoints;40;0;40
41080;Powergrid Usage;100000;0;100000
41080;CPU usage;50;0;50
41080;Rate of fire;4000;0;4000
41080;Optimal Range;20000;0;20000
41080;Charges Per Cycle;1;0;1
41080;Damage Modifier;0,649685;0;0,649685
41080;Charge size;4;0;4
41080;Accuracy falloff ;23000;0;23000
41080;Turret Tracking;1,92;0;1,92
41080;Primary Skill required;21667;0;21667
41080;Secondary Skill required;3300;0;3300
41080;Tech Level;1;0;1
41080;Used with (Charge Group);83;0;83
41080;Signature Resolution;40000;0;40000
41080;Meta Level;1;0;1
41080;Overload damage bonus;15;0;15
41080;Heat Damage;0,8;0;0,8
41080;Required Thermodynamics Level;1;0;1
41080;Reload Time;10000;0;10000
41081;Activation Cost;0;0;0
41081;Structure Hitpoints;40;0;40
41081;Powergrid Usage;100000;0;100000
41081;CPU usage;50;0;50
41081;Rate of fire;4000;0;4000
41081;Optimal Range;21000;0;21000
41081;Charges Per Cycle;1;0;1
41081;Damage Modifier;0,649685;0;0,649685
41081;Charge size;4;0;4
41081;Accuracy falloff ;23000;0;23000
41081;Turret Tracking;1,92;0;1,92
41081;Primary Skill required;21667;0;21667
41081;Secondary Skill required;3300;0;3300
41081;Tech Level;1;0;1
41081;Used with (Charge Group);83;0;83
41081;Signature Resolution;40000;0;40000
41081;Meta Level;1;0;1
41081;Overload damage bonus;15;0;15
41081;Heat Damage;0,8;0;0,8
41081;Required Thermodynamics Level;1;0;1
41081;Reload Time;10000;0;10000
41082;Activation Cost;0;0;0
41082;Structure Hitpoints;40;0;40
41082;Powergrid Usage;100000;0;100000
41082;CPU usage;50;0;50
41082;Rate of fire;4000;0;4000
41082;Optimal Range;20000;0;20000
41082;Charges Per Cycle;1;0;1
41082;Damage Modifier;0,649685;0;0,649685
41082;Charge size;4;0;4
41082;Accuracy falloff ;23000;0;23000
41082;Turret Tracking;2,016;0;2,016
41082;Primary Skill required;21667;0;21667
41082;Secondary Skill required;3300;0;3300
41082;Tech Level;1;0;1
41082;Used with (Charge Group);83;0;83
41082;Signature Resolution;40000;0;40000
41082;Meta Level;1;0;1
41082;Overload damage bonus;15;0;15
41082;Heat Damage;0,8;0;0,8
41082;Required Thermodynamics Level;1;0;1
41082;Reload Time;10000;0;10000
41083;Activation Cost;0;0;0
41083;Structure Hitpoints;40;0;40
41083;Powergrid Usage;110000;0;110000
41083;CPU usage;45;0;45
41083;Rate of fire;4000;0;4000
41083;Optimal Range;22000;0;22000
41083;Charges Per Cycle;1;0;1
41083;Damage Modifier;0,71156;0;0,71156
41083;Charge size;4;0;4
41083;Accuracy falloff ;23000;0;23000
41083;Turret Tracking;2,016;0;2,016
41083;Primary Skill required;21667;0;21667
41083;Secondary Skill required;3300;0;3300
41083;Tech Level;1;0;1
41083;Used with (Charge Group);83;0;83
41083;Used with (Charge Group);372;0;372
41083;Signature Resolution;40000;0;40000
41083;Meta Level;8;0;8
41083;Overload damage bonus;15;0;15
41083;Heat Damage;0,8;0;0,8
41083;Required Thermodynamics Level;1;0;1
41083;Reload Time;10000;0;10000
41150;Activation Cost;0;0;0
41150;Structure Hitpoints;40;0;40
41150;Powergrid Usage;90000;0;90000
41150;CPU usage;50;0;50
41150;Rate of fire;8000;0;8000
41150;Optimal Range;25000;0;25000
41150;Charges Per Cycle;1;0;1
41150;Damage Modifier;4,33125;0;4,33125
41150;Charge size;4;0;4
41150;Accuracy falloff ;28800;0;28800
41150;Turret Tracking;0,041515;0;0,041515
41150;Primary Skill required;21667;0;21667
41150;Secondary Skill required;3300;0;3300
41150;Tech Level;1;0;1
41150;Used with (Charge Group);83;0;83
41150;Signature Resolution;40000;0;40000
41150;Meta Level;1;0;1
41150;Overload damage bonus;15;0;15
41150;Heat Damage;1,6;0;1,6
41150;Required Thermodynamics Level;1;0;1
41150;Reload Time;10000;0;10000
41151;Activation Cost;0;0;0
41151;Structure Hitpoints;40;0;40
41151;Powergrid Usage;100000;0;100000
41151;CPU usage;55;0;55
41151;Rate of fire;8000;0;8000
41151;Optimal Range;25000;0;25000
41151;Charges Per Cycle;1;0;1
41151;Damage Modifier;4,33125;0;4,33125
41151;Charge size;4;0;4
41151;Accuracy falloff ;28800;0;28800
41151;Turret Tracking;0,041515;0;0,041515
41151;Primary Skill required;21667;0;21667
41151;Secondary Skill required;3300;0;3300
41151;Tech Level;1;0;1
41151;Used with (Charge Group);83;0;83
41151;Signature Resolution;40000;0;40000
41151;Meta Level;1;0;1
41151;Overload damage bonus;15;0;15
41151;Heat Damage;1,6;0;1,6
41151;Required Thermodynamics Level;1;0;1
41151;Reload Time;10000;0;10000
41152;Activation Cost;0;0;0
41152;Structure Hitpoints;40;0;40
41152;Powergrid Usage;100000;0;100000
41152;CPU usage;55;0;55
41152;Rate of fire;8000;0;8000
41152;Optimal Range;26250;0;26250
41152;Charges Per Cycle;1;0;1
41152;Damage Modifier;4,33125;0;4,33125
41152;Charge size;4;0;4
41152;Accuracy falloff ;28800;0;28800
41152;Turret Tracking;0,041515;0;0,041515
41152;Primary Skill required;21667;0;21667
41152;Secondary Skill required;3300;0;3300
41152;Tech Level;1;0;1
41152;Used with (Charge Group);83;0;83
41152;Signature Resolution;40000;0;40000
41152;Meta Level;1;0;1
41152;Overload damage bonus;15;0;15
41152;Heat Damage;1,6;0;1,6
41152;Required Thermodynamics Level;1;0;1
41152;Reload Time;10000;0;10000
41153;Activation Cost;0;0;0
41153;Structure Hitpoints;40;0;40
41153;Powergrid Usage;100000;0;100000
41153;CPU usage;55;0;55
41153;Rate of fire;8000;0;8000
41153;Optimal Range;25000;0;25000
41153;Charges Per Cycle;1;0;1
41153;Damage Modifier;4,33125;0;4,33125
41153;Charge size;4;0;4
41153;Accuracy falloff ;28800;0;28800
41153;Turret Tracking;0,0435908;0;0,0435908
41153;Primary Skill required;21667;0;21667
41153;Secondary Skill required;3300;0;3300
41153;Tech Level;1;0;1
41153;Used with (Charge Group);83;0;83
41153;Signature Resolution;40000;0;40000
41153;Meta Level;1;0;1
41153;Overload damage bonus;15;0;15
41153;Heat Damage;1,6;0;1,6
41153;Required Thermodynamics Level;1;0;1
41153;Reload Time;10000;0;10000
41154;Activation Cost;0;0;0
41154;Structure Hitpoints;40;0;40
41154;Powergrid Usage;110000;0;110000
41154;CPU usage;50;0;50
41154;Rate of fire;8000;0;8000
41154;Optimal Range;27500;0;27500
41154;Charges Per Cycle;1;0;1
41154;Damage Modifier;4,74375;0;4,74375
41154;Charge size;4;0;4
41154;Accuracy falloff ;28800;0;28800
41154;Turret Tracking;0,0435908;0;0,0435908
41154;Primary Skill required;21667;0;21667
41154;Secondary Skill required;3300;0;3300
41154;Tech Level;1;0;1
41154;Used with (Charge Group);83;0;83
41154;Used with (Charge Group);372;0;372
41154;Signature Resolution;40000;0;40000
41154;Meta Level;8;0;8
41154;Overload damage bonus;15;0;15
41154;Heat Damage;1,6;0;1,6
41154;Required Thermodynamics Level;1;0;1
41154;Reload Time;10000;0;10000
41469;Activation Cost;1920;0;1920
41469;Structure Hitpoints;40;0;40
41469;Powergrid Usage;97500;0;97500
41469;CPU usage;112;0;112
41469;Optimal Range;9000;0;9000
41469;Shield Bonus;1055;0;1055
41469;Activation time / duration;16000;0;16000
41469;Primary Skill required;24571;0;24571
41469;Secondary Skill required;3422;0;3422
41469;Tech Level;1;0;1
41469;Meta Level;1;0;1
41469;Overload duration bonus;-15;0;-15
41469;Heat Damage;2,8;0;2,8
41469;Required Thermodynamics Level;1;0;1
41469;Effectiveness Falloff;12000;0;12000
41470;Activation Cost;2400;0;2400
41470;Structure Hitpoints;40;0;40
41470;Powergrid Usage;87500;0;87500
41470;CPU usage;90;0;90
41470;Optimal Range;9000;0;9000
41470;Shield Bonus;1055;0;1055
41470;Activation time / duration;16000;0;16000
41470;Primary Skill required;24571;0;24571
41470;Secondary Skill required;3422;0;3422
41470;Tech Level;1;0;1
41470;Meta Level;1;0;1
41470;Overload duration bonus;-15;0;-15
41470;Heat Damage;2,8;0;2,8
41470;Required Thermodynamics Level;1;0;1
41470;Effectiveness Falloff;12000;0;12000
41471;Activation Cost;2400;0;2400
41471;Structure Hitpoints;40;0;40
41471;Powergrid Usage;97500;0;97500
41471;CPU usage;112;0;112
41471;Optimal Range;9900;0;9900
41471;Shield Bonus;1055;0;1055
41471;Activation time / duration;16000;0;16000
41471;Primary Skill required;24571;0;24571
41471;Secondary Skill required;3422;0;3422
41471;Tech Level;1;0;1
41471;Meta Level;1;0;1
41471;Overload duration bonus;-15;0;-15
41471;Heat Damage;2,8;0;2,8
41471;Required Thermodynamics Level;1;0;1
41471;Effectiveness Falloff;13200;0;13200
41472;Activation Cost;1900;0;1900
41472;Structure Hitpoints;40;0;40
41472;Powergrid Usage;87500;0;87500
41472;CPU usage;90;0;90
41472;Optimal Range;11400;0;11400
41472;Shield Bonus;1100;0;1100
41472;Activation time / duration;14400;0;14400
41472;Primary Skill required;24571;0;24571
41472;Secondary Skill required;3422;0;3422
41472;Tech Level;1;0;1
41472;Meta Level;8;0;8
41472;Overload duration bonus;-15;0;-15
41472;Heat Damage;2,5;0;2,5
41472;Required Thermodynamics Level;1;0;1
41472;Effectiveness Falloff;15100;0;15100
41473;Activation Cost;2500;0;2500
41473;Structure Hitpoints;40;0;40
41473;Powergrid Usage;92500;0;92500
41473;CPU usage;95;0;95
41473;Optimal Range;11400;0;11400
41473;Shield Bonus;1300;0;1300
41473;Activation time / duration;16000;0;16000
41473;Primary Skill required;24571;0;24571
41473;Secondary Skill required;3422;0;3422
41473;Tech Level;1;0;1
41473;Meta Level;8;0;8
41473;Overload duration bonus;-15;0;-15
41473;Heat Damage;2,8;0;2,8
41473;Required Thermodynamics Level;1;0;1
41473;Effectiveness Falloff;15100;0;15100
41474;Activation Cost;1900;0;1900
41474;Structure Hitpoints;40;0;40
41474;Powergrid Usage;87500;0;87500
41474;CPU usage;90;0;90
41474;Optimal Range;11400;0;11400
41474;Shield Bonus;1100;0;1100
41474;Activation time / duration;14400;0;14400
41474;Primary Skill required;24571;0;24571
41474;Secondary Skill required;3422;0;3422
41474;Tech Level;1;0;1
41474;Meta Level;8;0;8
41474;Overload duration bonus;-15;0;-15
41474;Heat Damage;2,5;0;2,5
41474;Required Thermodynamics Level;1;0;1
41474;Effectiveness Falloff;15100;0;15100
41483;Activation Cost;7200;0;7200
41483;Structure Hitpoints;40;0;40
41483;Powergrid Usage;97500;0;97500
41483;CPU usage;112;0;112
41483;Optimal Range;9000;0;9000
41483;Charges Per Cycle;1;0;1
41483;Shield Bonus;1700;0;1700
41483;Activation time / duration;16000;0;16000
41483;Charge size;4;0;4
41483;Primary Skill required;24571;0;24571
41483;Secondary Skill required;3422;0;3422
41483;Tech Level;1;0;1
41483;Used with (Charge Group);87;0;87
41483;Meta Level;0;0;0
41483;Overload duration bonus;-15;0;-15
41483;Heat Damage;2,8;0;2,8
41483;Required Thermodynamics Level;1;0;1
41483;Max Modules Of This Group Allowed;1;0;1
41483;Reload Time;60000;0;60000
41483;Effectiveness Falloff;12000;0;12000
41482;Activation Cost;1475;0;1475
41482;Structure Hitpoints;40;0;40
41482;Powergrid Usage;208;0;208
41482;CPU usage;112;0;112
41482;Optimal Range;6700;0;6700
41482;Charges Per Cycle;1;0;1
41482;Shield Bonus;950;0;950
41482;Activation time / duration;8000;0;8000
41482;Charge size;2;0;2
41482;Primary Skill required;3422;0;3422
41482;Tech Level;1;0;1
41482;Used with (Charge Group);87;0;87
41482;Meta Level;0;0;0
41482;Overload duration bonus;-15;0;-15
41482;Heat Damage;2,8;0;2,8
41482;Required Thermodynamics Level;1;0;1
41482;Max Modules Of This Group Allowed;1;0;1
41482;Reload Time;60000;0;60000
41482;Effectiveness Falloff;10000;0;10000
41481;Activation Cost;700;0;700
41481;Structure Hitpoints;40;0;40
41481;Powergrid Usage;52;0;52
41481;CPU usage;50;0;50
41481;Optimal Range;5000;0;5000
41481;Charges Per Cycle;1;0;1
41481;Shield Bonus;475;0;475
41481;Activation time / duration;8000;0;8000
41481;Charge size;1;0;1
41481;Primary Skill required;3422;0;3422
41481;Tech Level;1;0;1
41481;Used with (Charge Group);87;0;87
41481;Meta Level;0;0;0
41481;Overload duration bonus;-15;0;-15
41481;Heat Damage;2,8;0;2,8
41481;Required Thermodynamics Level;1;0;1
41481;Max Modules Of This Group Allowed;1;0;1
41481;Reload Time;60000;0;60000
41481;Effectiveness Falloff;7500;0;7500
41480;Activation Cost;135;0;135
41480;Structure Hitpoints;40;0;40
41480;Powergrid Usage;3;0;3
41480;CPU usage;28;0;28
41480;Optimal Range;4000;0;4000
41480;Charges Per Cycle;1;0;1
41480;Shield Bonus;125;0;125
41480;Activation time / duration;4000;0;4000
41480;Charge size;0;0;0
41480;Primary Skill required;3422;0;3422
41480;Tech Level;1;0;1
41480;Used with (Charge Group);87;0;87
41480;Meta Level;0;0;0
41480;Overload duration bonus;-15;0;-15
41480;Heat Damage;1,4;0;1,4
41480;Required Thermodynamics Level;1;0;1
41480;Max Modules Of This Group Allowed;1;0;1
41480;Reload Time;60000;0;60000
41480;Effectiveness Falloff;6500;0;6500
41212;Structure Hitpoints;40;0;40
41212;Powergrid Usage;6;0;6
41212;CPU usage;16;0;16
41212;Capacitor Bonus;168;0;168
41212;Primary Skill required;3424;0;3424
41212;Tech Level;1;0;1
41212;Meta Level;8;0;8
41212;Capacitor Warfare Resistance Bonus;-27;0;-27
41213;Structure Hitpoints;40;0;40
41213;Powergrid Usage;6;0;6
41213;CPU usage;16;0;16
41213;Capacitor Bonus;168;0;168
41213;Primary Skill required;3424;0;3424
41213;Tech Level;1;0;1
41213;Meta Level;8;0;8
41213;Capacitor Warfare Resistance Bonus;-27;0;-27
41214;Structure Hitpoints;40;0;40
41214;Powergrid Usage;5;0;5
41214;CPU usage;17;0;17
41214;Capacitor Bonus;162;0;162
41214;Primary Skill required;3424;0;3424
41214;Tech Level;1;0;1
41214;Meta Level;8;0;8
41214;Capacitor Warfare Resistance Bonus;-28;0;-28
41215;Structure Hitpoints;40;0;40
41215;Powergrid Usage;60;0;60
41215;CPU usage;28;0;28
41215;Capacitor Bonus;700;0;700
41215;Primary Skill required;3424;0;3424
41215;Tech Level;1;0;1
41215;Meta Level;8;0;8
41215;Capacitor Warfare Resistance Bonus;-27;0;-27
41216;Structure Hitpoints;40;0;40
41216;Powergrid Usage;60;0;60
41216;CPU usage;28;0;28
41216;Capacitor Bonus;700;0;700
41216;Primary Skill required;3424;0;3424
41216;Tech Level;1;0;1
41216;Meta Level;8;0;8
41216;Capacitor Warfare Resistance Bonus;-27;0;-27
41217;Structure Hitpoints;40;0;40
41217;Powergrid Usage;52;0;52
41217;CPU usage;29;0;29
41217;Capacitor Bonus;675;0;675
41217;Primary Skill required;3424;0;3424
41217;Tech Level;1;0;1
41217;Meta Level;8;0;8
41217;Capacitor Warfare Resistance Bonus;-28;0;-28
41218;Structure Hitpoints;40;0;40
41218;Powergrid Usage;320;0;320
41218;CPU usage;40;0;40
41218;Capacitor Bonus;1820;0;1820
41218;Primary Skill required;3424;0;3424
41218;Tech Level;1;0;1
41218;Meta Level;8;0;8
41218;Capacitor Warfare Resistance Bonus;-27;0;-27
41219;Structure Hitpoints;40;0;40
41219;Powergrid Usage;320;0;320
41219;CPU usage;40;0;40
41219;Capacitor Bonus;1820;0;1820
41219;Primary Skill required;3424;0;3424
41219;Tech Level;1;0;1
41219;Meta Level;8;0;8
41219;Capacitor Warfare Resistance Bonus;-27;0;-27
41220;Structure Hitpoints;40;0;40
41220;Powergrid Usage;280;0;280
41220;CPU usage;42;0;42
41220;Capacitor Bonus;1755;0;1755
41220;Primary Skill required;3424;0;3424
41220;Tech Level;1;0;1
41220;Meta Level;8;0;8
41220;Capacitor Warfare Resistance Bonus;-28;0;-28
41174;Activation Cost;0;0;0
41174;Structure Hitpoints;40;0;40
41174;Powergrid Usage;110000;0;110000
41174;CPU usage;135;0;135
41174;Rate of fire;148658;0;148658
41174;Charges Per Cycle;1;0;1
41174;Primary Skill required;32435;0;32435
41174;Secondary Skill required;3319;0;3319
41174;Tech Level;1;0;1
41174;Used with (Charge Group);1019;0;1019
41174;Used with (Charge Group);1678;0;1678
41174;Meta Level;8;0;8
41174;Overload rate of fire bonus;-15;0;-15
41174;Overload damage bonus;0;0;0
41174;Heat Damage;6;0;6
41174;Required Thermodynamics Level;1;0;1
41174;Reload Time;10000;0;10000
41175;Activation Cost;0;0;0
41175;Structure Hitpoints;40;0;40
41175;Powergrid Usage;90000;0;90000
41175;CPU usage;135;0;135
41175;Rate of fire;162815;0;162815
41175;Charges Per Cycle;1;0;1
41175;Primary Skill required;32435;0;32435
41175;Secondary Skill required;3319;0;3319
41175;Tech Level;1;0;1
41175;Used with (Charge Group);1019;0;1019
41175;Meta Level;1;0;1
41175;Overload rate of fire bonus;-15;0;-15
41175;Overload damage bonus;0;0;0
41175;Heat Damage;6;0;6
41175;Required Thermodynamics Level;1;0;1
41175;Reload Time;10000;0;10000
41176;Activation Cost;0;0;0
41176;Structure Hitpoints;40;0;40
41176;Powergrid Usage;100000;0;100000
41176;CPU usage;150;0;150
41176;Rate of fire;162815;0;162815
41176;Charges Per Cycle;1;0;1
41176;Primary Skill required;32435;0;32435
41176;Secondary Skill required;3319;0;3319
41176;Tech Level;1;0;1
41176;Used with (Charge Group);1019;0;1019
41176;Meta Level;1;0;1
41176;Overload rate of fire bonus;-15;0;-15
41176;Overload damage bonus;0;0;0
41176;Heat Damage;6;0;6
41176;Required Thermodynamics Level;1;0;1
41176;Reload Time;10000;0;10000
41180;Activation Cost;0;0;0
41180;Structure Hitpoints;40;0;40
41180;Powergrid Usage;100000;0;100000
41180;CPU usage;150;0;150
41180;Rate of fire;122113;0;122113
41180;Charges Per Cycle;1;0;1
41180;Primary Skill required;21668;0;21668
41180;Secondary Skill required;3319;0;3319
41180;Tech Level;1;0;1
41180;Used with (Charge Group);476;0;476
41180;Meta Level;1;0;1
41180;Overload rate of fire bonus;-15;0;-15
41180;Overload damage bonus;0;0;0
41180;Heat Damage;4,5;0;4,5
41180;Required Thermodynamics Level;1;0;1
41180;Reload Time;10000;0;10000
41181;Activation Cost;0;0;0
41181;Structure Hitpoints;40;0;40
41181;Powergrid Usage;100000;0;100000
41181;CPU usage;150;0;150
41181;Rate of fire;122113;0;122113
41181;Charges Per Cycle;1;0;1
41181;Primary Skill required;21668;0;21668
41181;Secondary Skill required;3319;0;3319
41181;Tech Level;1;0;1
41181;Used with (Charge Group);476;0;476
41181;Meta Level;1;0;1
41181;Overload rate of fire bonus;-15;0;-15
41181;Overload damage bonus;0;0;0
41181;Heat Damage;4,5;0;4,5
41181;Required Thermodynamics Level;1;0;1
41181;Reload Time;10000;0;10000
41182;Activation Cost;0;0;0
41182;Structure Hitpoints;40;0;40
41182;Powergrid Usage;110000;0;110000
41182;CPU usage;135;0;135
41182;Rate of fire;111496;0;111496
41182;Charges Per Cycle;1;0;1
41182;Primary Skill required;21668;0;21668
41182;Secondary Skill required;3319;0;3319
41182;Tech Level;1;0;1
41182;Used with (Charge Group);476;0;476
41182;Used with (Charge Group);1677;0;1677
41182;Meta Level;8;0;8
41182;Overload rate of fire bonus;-15;0;-15
41182;Overload damage bonus;0;0;0
41182;Heat Damage;4,5;0;4,5
41182;Required Thermodynamics Level;1;0;1
41182;Reload Time;10000;0;10000
41504;Activation Cost;4000;0;4000
41504;Structure Hitpoints;40;0;40
41504;Powergrid Usage;75000;0;75000
41504;CPU usage;300;0;300
41504;Charges Per Cycle;1;0;1
41504;Shield Bonus;6800;0;6800
41504;Activation time / duration;5000;0;5000
41504;Charge size;4;0;4
41504;Primary Skill required;21802;0;21802
41504;Tech Level;1;0;1
41504;Used with (Charge Group);87;0;87
41504;Meta Level;0;0;0
41504;Overload duration bonus;-15;0;-15
41504;Heat Damage;1,4;0;1,4
41504;Required Thermodynamics Level;1;0;1
41504;Overload Shield Boost Bonus;10;0;10
41504;Reload Time;60000;0;60000
41505;Activation Cost;2400;0;2400
41505;Structure Hitpoints;40;0;40
41505;Powergrid Usage;67500;0;67500
41505;CPU usage;240;0;240
41505;Shield Bonus;7920;0;7920
41505;Activation time / duration;10000;0;10000
41505;Primary Skill required;21802;0;21802
41505;Tech Level;1;0;1
41505;Meta Level;1;0;1
41505;Overload duration bonus;-15;0;-15
41505;Heat Damage;3,3;0;3,3
41505;Required Thermodynamics Level;1;0;1
41505;Overload Shield Boost Bonus;10;0;10
41506;Activation Cost;1920;0;1920
41506;Structure Hitpoints;40;0;40
41506;Powergrid Usage;75000;0;75000
41506;CPU usage;300;0;300
41506;Shield Bonus;7920;0;7920
41506;Activation time / duration;10000;0;10000
41506;Primary Skill required;21802;0;21802
41506;Tech Level;1;0;1
41506;Meta Level;1;0;1
41506;Overload duration bonus;-15;0;-15
41506;Heat Damage;3,3;0;3,3
41506;Required Thermodynamics Level;1;0;1
41506;Overload Shield Boost Bonus;10;0;10
41507;Activation Cost;2880;0;2880
41507;Structure Hitpoints;40;0;40
41507;Powergrid Usage;82500;0;82500
41507;CPU usage;330;0;330
41507;Shield Bonus;8640;0;8640
41507;Activation time / duration;10000;0;10000
41507;Primary Skill required;21802;0;21802
41507;Tech Level;2;0;2
41507;Meta Level;5;0;5
41507;Overload duration bonus;-15;0;-15
41507;Heat Damage;3,3;0;3,3
41507;Required Thermodynamics Level;1;0;1
41507;Overload Shield Boost Bonus;10;0;10
41508;Activation Cost;1900;0;1900
41508;Structure Hitpoints;40;0;40
41508;Powergrid Usage;67500;0;67500
41508;CPU usage;240;0;240
